v1	V(n001)	V(n002)	I(D)
-2.870000000000152e+00	-2.890546e-08	-1.347703e+01	-1.348703e-11
-2.860000000000152e+00	-2.890077e-08	-1.347703e+01	-1.348702e-11
-2.850000000000152e+00	-2.889607e-08	-1.347702e+01	-1.348702e-11
-2.840000000000153e+00	-2.889138e-08	-1.347702e+01	-1.348702e-11
-2.830000000000153e+00	-2.888669e-08	-1.347702e+01	-1.348702e-11
-2.820000000000153e+00	-2.888200e-08	-1.347702e+01	-1.348702e-11
-2.810000000000153e+00	-2.887731e-08	-1.347702e+01	-1.348702e-11
-2.800000000000153e+00	-2.887262e-08	-1.347702e+01	-1.348702e-11
-2.790000000000154e+00	-2.886793e-08	-1.347702e+01	-1.348702e-11
-2.780000000000154e+00	-2.886324e-08	-1.347701e+01	-1.348701e-11
-2.770000000000154e+00	-2.885855e-08	-1.347701e+01	-1.348701e-11
-2.760000000000154e+00	-2.885386e-08	-1.347701e+01	-1.348701e-11
-2.750000000000155e+00	-2.884917e-08	-1.347701e+01	-1.348701e-11
-2.740000000000155e+00	-2.884448e-08	-1.347701e+01	-1.348701e-11
-2.730000000000155e+00	-2.883979e-08	-1.347701e+01	-1.348701e-11
-2.720000000000155e+00	-2.883510e-08	-1.347701e+01	-1.348701e-11
-2.710000000000155e+00	-2.883040e-08	-1.347701e+01	-1.348701e-11
-2.700000000000156e+00	-2.882571e-08	-1.347701e+01	-1.348700e-11
-2.690000000000156e+00	-2.882102e-08	-1.347700e+01	-1.348700e-11
-2.680000000000156e+00	-2.881633e-08	-1.347700e+01	-1.348700e-11
-2.670000000000156e+00	-2.881164e-08	-1.347700e+01	-1.348700e-11
-2.660000000000156e+00	-2.880695e-08	-1.347700e+01	-1.348700e-11
-2.650000000000157e+00	-2.880226e-08	-1.347700e+01	-1.348700e-11
-2.640000000000157e+00	-2.879757e-08	-1.347700e+01	-1.348700e-11
-2.630000000000157e+00	-2.879288e-08	-1.347700e+01	-1.348700e-11
-2.620000000000157e+00	-2.878819e-08	-1.347699e+01	-1.348699e-11
-2.610000000000158e+00	-2.878350e-08	-1.347699e+01	-1.348699e-11
-2.600000000000158e+00	-2.877881e-08	-1.347699e+01	-1.348699e-11
-2.590000000000158e+00	-2.877412e-08	-1.347699e+01	-1.348699e-11
-2.580000000000158e+00	-2.876943e-08	-1.347699e+01	-1.348699e-11
-2.570000000000158e+00	-2.876473e-08	-1.347699e+01	-1.348699e-11
-2.560000000000159e+00	-2.876005e-08	-1.347699e+01	-1.348699e-11
-2.550000000000159e+00	-2.875535e-08	-1.347699e+01	-1.348699e-11
-2.540000000000159e+00	-2.875066e-08	-1.347698e+01	-1.348698e-11
-2.530000000000159e+00	-2.874597e-08	-1.347698e+01	-1.348698e-11
-2.520000000000159e+00	-2.874128e-08	-1.347698e+01	-1.348698e-11
-2.510000000000160e+00	-2.873659e-08	-1.347698e+01	-1.348698e-11
-2.500000000000160e+00	-2.873190e-08	-1.347698e+01	-1.348698e-11
-2.490000000000160e+00	-2.872721e-08	-1.347698e+01	-1.348698e-11
-2.480000000000160e+00	-2.872252e-08	-1.347698e+01	-1.348698e-11
-2.470000000000161e+00	-2.871783e-08	-1.347698e+01	-1.348698e-11
-2.460000000000161e+00	-2.871314e-08	-1.347697e+01	-1.348697e-11
-2.450000000000161e+00	-2.870845e-08	-1.347697e+01	-1.348697e-11
-2.440000000000161e+00	-2.870376e-08	-1.347697e+01	-1.348697e-11
-2.430000000000161e+00	-2.869906e-08	-1.347697e+01	-1.348697e-11
-2.420000000000162e+00	-2.869437e-08	-1.347697e+01	-1.348697e-11
-2.410000000000162e+00	-2.868968e-08	-1.347697e+01	-1.348697e-11
-2.400000000000162e+00	-2.868499e-08	-1.347697e+01	-1.348697e-11
-2.390000000000162e+00	-2.868030e-08	-1.347697e+01	-1.348697e-11
-2.380000000000162e+00	-2.867561e-08	-1.347696e+01	-1.348696e-11
-2.370000000000163e+00	-2.867092e-08	-1.347696e+01	-1.348696e-11
-2.360000000000163e+00	-2.866623e-08	-1.347696e+01	-1.348696e-11
-2.350000000000163e+00	-2.866154e-08	-1.347696e+01	-1.348696e-11
-2.340000000000163e+00	-2.865685e-08	-1.347696e+01	-1.348696e-11
-2.330000000000163e+00	-2.865216e-08	-1.347696e+01	-1.348696e-11
-2.320000000000164e+00	-2.864747e-08	-1.347696e+01	-1.348696e-11
-2.310000000000164e+00	-2.864278e-08	-1.347696e+01	-1.348696e-11
-2.300000000000164e+00	-2.863809e-08	-1.347695e+01	-1.348695e-11
-2.290000000000164e+00	-2.863340e-08	-1.347695e+01	-1.348695e-11
-2.280000000000165e+00	-2.862870e-08	-1.347695e+01	-1.348695e-11
-2.270000000000165e+00	-2.862401e-08	-1.347695e+01	-1.348695e-11
-2.260000000000165e+00	-2.861932e-08	-1.347695e+01	-1.348695e-11
-2.250000000000165e+00	-2.861463e-08	-1.347695e+01	-1.348695e-11
-2.240000000000165e+00	-2.860994e-08	-1.347695e+01	-1.348695e-11
-2.230000000000166e+00	-2.860525e-08	-1.347694e+01	-1.348695e-11
-2.220000000000166e+00	-2.860056e-08	-1.347694e+01	-1.348694e-11
-2.210000000000166e+00	-2.859587e-08	-1.347694e+01	-1.348694e-11
-2.200000000000166e+00	-2.859118e-08	-1.347694e+01	-1.348694e-11
-2.190000000000166e+00	-2.858649e-08	-1.347694e+01	-1.348694e-11
-2.180000000000167e+00	-2.858180e-08	-1.347694e+01	-1.348694e-11
-2.170000000000167e+00	-2.857711e-08	-1.347694e+01	-1.348694e-11
-2.160000000000167e+00	-2.857242e-08	-1.347694e+01	-1.348694e-11
-2.150000000000167e+00	-2.856773e-08	-1.347694e+01	-1.348694e-11
-2.140000000000168e+00	-2.856303e-08	-1.347693e+01	-1.348693e-11
-2.130000000000168e+00	-2.855835e-08	-1.347693e+01	-1.348693e-11
-2.120000000000168e+00	-2.855365e-08	-1.347693e+01	-1.348693e-11
-2.110000000000168e+00	-2.854896e-08	-1.347693e+01	-1.348693e-11
-2.100000000000168e+00	-2.854427e-08	-1.347693e+01	-1.348693e-11
-2.090000000000169e+00	-2.853958e-08	-1.347693e+01	-1.348693e-11
-2.080000000000169e+00	-2.853489e-08	-1.347693e+01	-1.348693e-11
-2.070000000000169e+00	-2.853020e-08	-1.347692e+01	-1.348693e-11
-2.060000000000169e+00	-2.852551e-08	-1.347692e+01	-1.348692e-11
-2.050000000000169e+00	-2.852082e-08	-1.347692e+01	-1.348692e-11
-2.040000000000170e+00	-2.851613e-08	-1.347692e+01	-1.348692e-11
-2.030000000000170e+00	-2.851144e-08	-1.347692e+01	-1.348692e-11
-2.020000000000170e+00	-2.850675e-08	-1.347692e+01	-1.348692e-11
-2.010000000000170e+00	-2.850206e-08	-1.347692e+01	-1.348692e-11
-2.000000000000171e+00	-2.849737e-08	-1.347692e+01	-1.348692e-11
-1.990000000000171e+00	-2.849267e-08	-1.347692e+01	-1.348691e-11
-1.980000000000171e+00	-2.848798e-08	-1.347691e+01	-1.348691e-11
-1.970000000000171e+00	-2.848329e-08	-1.347691e+01	-1.348691e-11
-1.960000000000170e+00	-2.847860e-08	-1.347691e+01	-1.348691e-11
-1.950000000000170e+00	-2.847391e-08	-1.347691e+01	-1.348691e-11
-1.940000000000170e+00	-2.846922e-08	-1.347691e+01	-1.348691e-11
-1.930000000000170e+00	-2.846453e-08	-1.347691e+01	-1.348691e-11
-1.920000000000170e+00	-2.845984e-08	-1.347691e+01	-1.348691e-11
-1.910000000000170e+00	-2.845515e-08	-1.347690e+01	-1.348691e-11
-1.900000000000170e+00	-2.845046e-08	-1.347690e+01	-1.348690e-11
-1.890000000000170e+00	-2.844577e-08	-1.347690e+01	-1.348690e-11
-1.880000000000170e+00	-2.844108e-08	-1.347690e+01	-1.348690e-11
-1.870000000000170e+00	-2.843639e-08	-1.347690e+01	-1.348690e-11
-1.860000000000170e+00	-2.843170e-08	-1.347690e+01	-1.348690e-11
-1.850000000000170e+00	-2.842700e-08	-1.347690e+01	-1.348690e-11
-1.840000000000170e+00	-2.842232e-08	-1.347690e+01	-1.348690e-11
-1.830000000000170e+00	-2.841762e-08	-1.347689e+01	-1.348689e-11
-1.820000000000170e+00	-2.841293e-08	-1.347689e+01	-1.348689e-11
-1.810000000000170e+00	-2.840824e-08	-1.347689e+01	-1.348689e-11
-1.800000000000170e+00	-2.840355e-08	-1.347689e+01	-1.348689e-11
-1.790000000000170e+00	-2.839886e-08	-1.347689e+01	-1.348689e-11
-1.780000000000170e+00	-2.839417e-08	-1.347689e+01	-1.348689e-11
-1.770000000000170e+00	-2.838948e-08	-1.347689e+01	-1.348689e-11
-1.760000000000170e+00	-2.838479e-08	-1.347689e+01	-1.348689e-11
-1.750000000000170e+00	-2.838010e-08	-1.347688e+01	-1.348688e-11
-1.740000000000170e+00	-2.837541e-08	-1.347688e+01	-1.348688e-11
-1.730000000000170e+00	-2.837072e-08	-1.347688e+01	-1.348688e-11
-1.720000000000170e+00	-2.836603e-08	-1.347688e+01	-1.348688e-11
-1.710000000000170e+00	-2.836134e-08	-1.347688e+01	-1.348688e-11
-1.700000000000170e+00	-2.835665e-08	-1.347688e+01	-1.348688e-11
-1.690000000000170e+00	-2.835195e-08	-1.347688e+01	-1.348688e-11
-1.680000000000170e+00	-2.834726e-08	-1.347688e+01	-1.348688e-11
-1.670000000000170e+00	-2.834257e-08	-1.347687e+01	-1.348687e-11
-1.660000000000170e+00	-2.833788e-08	-1.347687e+01	-1.348687e-11
-1.650000000000170e+00	-2.833319e-08	-1.347687e+01	-1.348687e-11
-1.640000000000170e+00	-2.832850e-08	-1.347687e+01	-1.348687e-11
-1.630000000000170e+00	-2.832381e-08	-1.347687e+01	-1.348687e-11
-1.620000000000170e+00	-2.831912e-08	-1.347687e+01	-1.348687e-11
-1.610000000000170e+00	-2.831443e-08	-1.347687e+01	-1.348687e-11
-1.600000000000170e+00	-2.830974e-08	-1.347687e+01	-1.348687e-11
-1.590000000000170e+00	-2.830505e-08	-1.347686e+01	-1.348686e-11
-1.580000000000170e+00	-2.830036e-08	-1.347686e+01	-1.348686e-11
-1.570000000000170e+00	-2.829567e-08	-1.347686e+01	-1.348686e-11
-1.560000000000170e+00	-2.829097e-08	-1.347686e+01	-1.348686e-11
-1.550000000000170e+00	-2.828629e-08	-1.347686e+01	-1.348686e-11
-1.540000000000170e+00	-2.828159e-08	-1.347686e+01	-1.348686e-11
-1.530000000000170e+00	-2.827690e-08	-1.347686e+01	-1.348686e-11
-1.520000000000170e+00	-2.827221e-08	-1.347686e+01	-1.348686e-11
-1.510000000000170e+00	-2.826752e-08	-1.347685e+01	-1.348685e-11
-1.500000000000170e+00	-2.826283e-08	-1.347685e+01	-1.348685e-11
-1.490000000000170e+00	-2.825814e-08	-1.347685e+01	-1.348685e-11
-1.480000000000170e+00	-2.825345e-08	-1.347685e+01	-1.348685e-11
-1.470000000000170e+00	-2.824876e-08	-1.347685e+01	-1.348685e-11
-1.460000000000170e+00	-2.824407e-08	-1.347685e+01	-1.348685e-11
-1.450000000000170e+00	-2.823938e-08	-1.347685e+01	-1.348685e-11
-1.440000000000170e+00	-2.823469e-08	-1.347684e+01	-1.348685e-11
-1.430000000000170e+00	-2.823000e-08	-1.347684e+01	-1.348684e-11
-1.420000000000170e+00	-2.822531e-08	-1.347684e+01	-1.348684e-11
-1.410000000000170e+00	-2.822062e-08	-1.347684e+01	-1.348684e-11
-1.400000000000170e+00	-2.821592e-08	-1.347684e+01	-1.348684e-11
-1.390000000000170e+00	-2.821123e-08	-1.347684e+01	-1.348684e-11
-1.380000000000170e+00	-2.820654e-08	-1.347684e+01	-1.348684e-11
-1.370000000000170e+00	-2.820185e-08	-1.347684e+01	-1.348684e-11
-1.360000000000170e+00	-2.819716e-08	-1.347684e+01	-1.348683e-11
-1.350000000000170e+00	-2.819247e-08	-1.347683e+01	-1.348683e-11
-1.340000000000170e+00	-2.818778e-08	-1.347683e+01	-1.348683e-11
-1.330000000000170e+00	-2.818309e-08	-1.347683e+01	-1.348683e-11
-1.320000000000170e+00	-2.817840e-08	-1.347683e+01	-1.348683e-11
-1.310000000000170e+00	-2.817371e-08	-1.347683e+01	-1.348683e-11
-1.300000000000170e+00	-2.816902e-08	-1.347683e+01	-1.348683e-11
-1.290000000000170e+00	-2.816433e-08	-1.347683e+01	-1.348683e-11
-1.280000000000170e+00	-2.815964e-08	-1.347682e+01	-1.348682e-11
-1.270000000000170e+00	-2.815495e-08	-1.347682e+01	-1.348682e-11
-1.260000000000170e+00	-2.815026e-08	-1.347682e+01	-1.348682e-11
-1.250000000000170e+00	-2.814556e-08	-1.347682e+01	-1.348682e-11
-1.240000000000170e+00	-2.814087e-08	-1.347682e+01	-1.348682e-11
-1.230000000000170e+00	-2.813618e-08	-1.347682e+01	-1.348682e-11
-1.220000000000170e+00	-2.813149e-08	-1.347682e+01	-1.348682e-11
-1.210000000000170e+00	-2.812680e-08	-1.347682e+01	-1.348682e-11
-1.200000000000170e+00	-2.812211e-08	-1.347682e+01	-1.348681e-11
-1.190000000000170e+00	-2.811742e-08	-1.347681e+01	-1.348681e-11
-1.180000000000170e+00	-2.811273e-08	-1.347681e+01	-1.348681e-11
-1.170000000000170e+00	-2.810804e-08	-1.347681e+01	-1.348681e-11
-1.160000000000170e+00	-2.810335e-08	-1.347681e+01	-1.348681e-11
-1.150000000000170e+00	-2.809866e-08	-1.347681e+01	-1.348681e-11
-1.140000000000170e+00	-2.809397e-08	-1.347681e+01	-1.348681e-11
-1.130000000000170e+00	-2.808928e-08	-1.347681e+01	-1.348681e-11
-1.120000000000170e+00	-2.808459e-08	-1.347680e+01	-1.348680e-11
-1.110000000000170e+00	-2.807990e-08	-1.347680e+01	-1.348680e-11
-1.100000000000170e+00	-2.807520e-08	-1.347680e+01	-1.348680e-11
-1.090000000000170e+00	-2.807051e-08	-1.347680e+01	-1.348680e-11
-1.080000000000170e+00	-2.806582e-08	-1.347680e+01	-1.348680e-11
-1.070000000000170e+00	-2.806113e-08	-1.347680e+01	-1.348680e-11
-1.060000000000170e+00	-2.805644e-08	-1.347680e+01	-1.348680e-11
-1.050000000000170e+00	-2.805175e-08	-1.347680e+01	-1.348680e-11
-1.040000000000170e+00	-2.804706e-08	-1.347679e+01	-1.348679e-11
-1.030000000000170e+00	-2.804237e-08	-1.347679e+01	-1.348679e-11
-1.020000000000170e+00	-2.803768e-08	-1.347679e+01	-1.348679e-11
-1.010000000000170e+00	-2.803299e-08	-1.347679e+01	-1.348679e-11
-1.000000000000170e+00	-2.802830e-08	-1.347679e+01	-1.348679e-11
-9.900000000001696e-01	-2.802361e-08	-1.347679e+01	-1.348679e-11
-9.800000000001696e-01	-2.801892e-08	-1.347679e+01	-1.348679e-11
-9.700000000001696e-01	-2.801423e-08	-1.347679e+01	-1.348679e-11
-9.600000000001696e-01	-2.800953e-08	-1.347678e+01	-1.348678e-11
-9.500000000001696e-01	-2.800484e-08	-1.347678e+01	-1.348678e-11
-9.400000000001696e-01	-2.800015e-08	-1.347678e+01	-1.348678e-11
-9.300000000001696e-01	-2.799546e-08	-1.347678e+01	-1.348678e-11
-9.200000000001696e-01	-2.799077e-08	-1.347678e+01	-1.348678e-11
-9.100000000001696e-01	-2.798608e-08	-1.347678e+01	-1.348678e-11
-9.000000000001696e-01	-2.798139e-08	-1.347678e+01	-1.348678e-11
-8.900000000001695e-01	-2.797670e-08	-1.347678e+01	-1.348678e-11
-8.800000000001695e-01	-2.797201e-08	-1.347677e+01	-1.348677e-11
-8.700000000001695e-01	-2.796732e-08	-1.347677e+01	-1.348677e-11
-8.600000000001695e-01	-2.796263e-08	-1.347677e+01	-1.348677e-11
-8.500000000001695e-01	-2.795794e-08	-1.347677e+01	-1.348677e-11
-8.400000000001695e-01	-2.795322e-08	-1.347676e+01	-1.348676e-11
-8.300000000001695e-01	-2.794846e-08	-1.347674e+01	-1.348674e-11
-8.200000000001695e-01	-2.794367e-08	-1.347670e+01	-1.348670e-11
-8.100000000001695e-01	-2.793883e-08	-1.347665e+01	-1.348665e-11
-8.000000000001695e-01	-2.793396e-08	-1.347658e+01	-1.348658e-11
-7.900000000001695e-01	-2.792906e-08	-1.347651e+01	-1.348651e-11
-7.800000000001694e-01	-2.792412e-08	-1.347642e+01	-1.348642e-11
-7.700000000001694e-01	-2.791915e-08	-1.347632e+01	-1.348632e-11
-7.600000000001694e-01	-2.791415e-08	-1.347621e+01	-1.348621e-11
-7.500000000001694e-01	-2.790912e-08	-1.347609e+01	-1.348609e-11
-7.400000000001694e-01	-2.790406e-08	-1.347596e+01	-1.348596e-11
-7.300000000001694e-01	-2.789897e-08	-1.347581e+01	-1.348581e-11
-7.200000000001694e-01	-2.789386e-08	-1.347566e+01	-1.348566e-11
-7.100000000001694e-01	-2.788871e-08	-1.347549e+01	-1.348549e-11
-7.000000000001694e-01	-2.788354e-08	-1.347532e+01	-1.348532e-11
-6.900000000001694e-01	-2.787835e-08	-1.347513e+01	-1.348513e-11
-6.800000000001694e-01	-2.787313e-08	-1.347493e+01	-1.348493e-11
-6.700000000001693e-01	-2.786789e-08	-1.347472e+01	-1.348472e-11
-6.600000000001693e-01	-2.786262e-08	-1.347450e+01	-1.348450e-11
-6.500000000001693e-01	-2.785734e-08	-1.347427e+01	-1.348427e-11
-6.400000000001693e-01	-2.785203e-08	-1.347403e+01	-1.348403e-11
-6.300000000001693e-01	-2.784670e-08	-1.347378e+01	-1.348378e-11
-6.200000000001693e-01	-2.784135e-08	-1.347352e+01	-1.348352e-11
-6.100000000001693e-01	-2.783598e-08	-1.347325e+01	-1.348325e-11
-6.000000000001693e-01	-2.783060e-08	-1.347296e+01	-1.348296e-11
-5.900000000001693e-01	-2.782519e-08	-1.347267e+01	-1.348267e-11
-5.800000000001693e-01	-2.781977e-08	-1.347236e+01	-1.348236e-11
-5.700000000001693e-01	-2.781433e-08	-1.347205e+01	-1.348205e-11
-5.600000000001693e-01	-2.780887e-08	-1.347172e+01	-1.348172e-11
-5.500000000001692e-01	-2.780340e-08	-1.347138e+01	-1.348138e-11
-5.400000000001692e-01	-2.779791e-08	-1.347102e+01	-1.348102e-11
-5.300000000001692e-01	-2.779241e-08	-1.347066e+01	-1.348066e-11
-5.200000000001692e-01	-2.778689e-08	-1.347028e+01	-1.348028e-11
-5.100000000001692e-01	-2.778136e-08	-1.346989e+01	-1.347989e-11
-5.000000000001692e-01	-2.777581e-08	-1.346949e+01	-1.347949e-11
-4.900000000001692e-01	-2.777025e-08	-1.346907e+01	-1.347907e-11
-4.800000000001692e-01	-2.776468e-08	-1.346864e+01	-1.347864e-11
-4.700000000001692e-01	-2.775910e-08	-1.346819e+01	-1.347819e-11
-4.600000000001692e-01	-2.775350e-08	-1.346773e+01	-1.347773e-11
-4.500000000001692e-01	-2.774789e-08	-1.346726e+01	-1.347726e-11
-4.400000000001691e-01	-2.774227e-08	-1.346677e+01	-1.347677e-11
-4.300000000001691e-01	-2.773664e-08	-1.346626e+01	-1.347626e-11
-4.200000000001691e-01	-2.773100e-08	-1.346574e+01	-1.347574e-11
-4.100000000001691e-01	-2.772535e-08	-1.346520e+01	-1.347520e-11
-4.000000000001691e-01	-2.771969e-08	-1.346464e+01	-1.347465e-11
-3.900000000001691e-01	-2.771402e-08	-1.346407e+01	-1.347407e-11
-3.800000000001691e-01	-2.770834e-08	-1.346347e+01	-1.347347e-11
-3.700000000001691e-01	-2.770264e-08	-1.346286e+01	-1.347286e-11
-3.600000000001691e-01	-2.769694e-08	-1.346222e+01	-1.347222e-11
-3.500000000001691e-01	-2.769123e-08	-1.346156e+01	-1.347156e-11
-3.400000000001691e-01	-2.768551e-08	-1.346088e+01	-1.347088e-11
-3.300000000001690e-01	-2.767977e-08	-1.346017e+01	-1.347017e-11
-3.200000000001690e-01	-2.767403e-08	-1.345943e+01	-1.346943e-11
-3.100000000001690e-01	-2.766828e-08	-1.345867e+01	-1.346867e-11
-3.000000000001690e-01	-2.766252e-08	-1.345788e+01	-1.346788e-11
-2.900000000001690e-01	-2.765675e-08	-1.345706e+01	-1.346706e-11
-2.800000000001690e-01	-2.765096e-08	-1.345621e+01	-1.346621e-11
-2.700000000001690e-01	-2.764517e-08	-1.345532e+01	-1.346532e-11
-2.600000000001690e-01	-2.763936e-08	-1.345439e+01	-1.346439e-11
-2.500000000001690e-01	-2.763354e-08	-1.345342e+01	-1.346342e-11
-2.400000000001690e-01	-2.762770e-08	-1.345241e+01	-1.346241e-11
-2.300000000001690e-01	-2.762185e-08	-1.345135e+01	-1.346135e-11
-2.200000000001689e-01	-2.761598e-08	-1.345024e+01	-1.346025e-11
-2.100000000001689e-01	-2.761010e-08	-1.344908e+01	-1.345908e-11
-2.000000000001689e-01	-2.760419e-08	-1.344786e+01	-1.345786e-11
-1.900000000001689e-01	-2.759827e-08	-1.344656e+01	-1.345656e-11
-1.800000000001689e-01	-2.759231e-08	-1.344520e+01	-1.345520e-11
-1.700000000001689e-01	-2.758633e-08	-1.344375e+01	-1.345375e-11
-1.600000000001689e-01	-2.758032e-08	-1.344221e+01	-1.345221e-11
-1.500000000001689e-01	-2.757427e-08	-1.344057e+01	-1.345057e-11
-1.400000000001689e-01	-2.756817e-08	-1.343881e+01	-1.344881e-11
-1.300000000001689e-01	-2.756202e-08	-1.343692e+01	-1.344692e-11
-1.200000000001689e-01	-2.755582e-08	-1.343487e+01	-1.344487e-11
-1.100000000001689e-01	-2.754954e-08	-1.343264e+01	-1.344264e-11
-1.000000000001689e-01	-2.754317e-08	-1.343019e+01	-1.344019e-11
-9.000000000016889e-02	-2.753669e-08	-1.342748e+01	-1.343748e-11
-8.000000000016889e-02	-2.753008e-08	-1.342445e+01	-1.343444e-11
-7.000000000016890e-02	-2.752329e-08	-1.342100e+01	-1.343100e-11
-6.000000000016890e-02	-2.751626e-08	-1.341702e+01	-1.342702e-11
-5.000000000016890e-02	-2.750891e-08	-1.341232e+01	-1.342231e-11
-4.000000000016889e-02	-2.750108e-08	-1.340656e+01	-1.341653e-11
-3.000000000016889e-02	-2.749248e-08	-1.339914e+01	-1.340908e-11
-2.000000000016889e-02	-2.748251e-08	-1.338876e+01	-1.339857e-11
-1.000000000016889e-02	-2.746890e-08	-1.337058e+01	-1.338056e-11
-1.688892081741500e-13	5.117961e-06	1.342778e+00	1.094540e-08
9.999999999831111e-03	1.000159e-02	2.082165e+00	2.128003e-05
1.999999999983111e-02	2.000096e-02	2.159095e+00	4.255527e-05
2.999999999983111e-02	3.000044e-02	2.208206e+00	6.383076e-05
3.999999999983112e-02	3.999997e-02	2.246541e+00	8.510637e-05
4.999999999983112e-02	4.999953e-02	2.277698e+00	1.063820e-04
5.999999999983112e-02	5.999911e-02	2.305081e+00	1.276577e-04
6.999999999983111e-02	6.999870e-02	2.329911e+00	1.489334e-04
7.999999999983111e-02	7.999829e-02	2.352778e+00	1.702092e-04
8.999999999983110e-02	8.999790e-02	2.374133e+00	1.914849e-04
9.999999999983110e-02	9.999751e-02	2.394293e+00	2.127607e-04
1.099999999998311e-01	1.099971e-01	2.413485e+00	2.340365e-04
1.199999999998311e-01	1.199967e-01	2.431877e+00	2.553122e-04
1.299999999998311e-01	1.299964e-01	2.449598e+00	2.765880e-04
1.399999999998311e-01	1.399960e-01	2.466747e+00	2.978638e-04
1.499999999998311e-01	1.499956e-01	2.483402e+00	3.191396e-04
1.599999999998311e-01	1.599952e-01	2.499628e+00	3.404154e-04
1.699999999998311e-01	1.699949e-01	2.515476e+00	3.616912e-04
1.799999999998311e-01	1.799945e-01	2.530990e+00	3.829670e-04
1.899999999998311e-01	1.899941e-01	2.546205e+00	4.042429e-04
1.999999999998311e-01	1.999937e-01	2.561153e+00	4.255187e-04
2.099999999998312e-01	2.099934e-01	2.575860e+00	4.467945e-04
2.199999999998312e-01	2.199930e-01	2.590348e+00	4.680703e-04
2.299999999998312e-01	2.299927e-01	2.604636e+00	4.893461e-04
2.399999999998312e-01	2.399923e-01	2.618742e+00	5.106219e-04
2.499999999998312e-01	2.499919e-01	2.632679e+00	5.318978e-04
2.599999999998312e-01	2.599916e-01	2.646463e+00	5.531736e-04
2.699999999998312e-01	2.699912e-01	2.660104e+00	5.744494e-04
2.799999999998312e-01	2.799908e-01	2.673612e+00	5.957252e-04
2.899999999998312e-01	2.899905e-01	2.686997e+00	6.170010e-04
2.999999999998312e-01	2.999901e-01	2.700267e+00	6.382769e-04
3.099999999998312e-01	3.099898e-01	2.713430e+00	6.595527e-04
3.199999999998313e-01	3.199894e-01	2.726493e+00	6.808285e-04
3.299999999998313e-01	3.299890e-01	2.739461e+00	7.021044e-04
3.399999999998313e-01	3.399887e-01	2.752341e+00	7.233802e-04
3.499999999998313e-01	3.499883e-01	2.765137e+00	7.446560e-04
3.599999999998313e-01	3.599879e-01	2.777855e+00	7.659319e-04
3.699999999998313e-01	3.699876e-01	2.790498e+00	7.872077e-04
3.799999999998313e-01	3.799872e-01	2.803070e+00	8.084835e-04
3.899999999998313e-01	3.899869e-01	2.815576e+00	8.297593e-04
3.999999999998313e-01	3.999865e-01	2.828018e+00	8.510352e-04
4.099999999998313e-01	4.099862e-01	2.840400e+00	8.723110e-04
4.199999999998313e-01	4.199858e-01	2.852724e+00	8.935868e-04
4.299999999998314e-01	4.299855e-01	2.864994e+00	9.148627e-04
4.399999999998314e-01	4.399851e-01	2.877212e+00	9.361386e-04
4.499999999998314e-01	4.499847e-01	2.889379e+00	9.574144e-04
4.599999999998314e-01	4.599844e-01	2.901500e+00	9.786902e-04
4.699999999998314e-01	4.699840e-01	2.913574e+00	9.999661e-04
4.799999999998314e-01	4.799837e-01	2.925605e+00	1.021242e-03
4.899999999998314e-01	4.899833e-01	2.937594e+00	1.042518e-03
4.999999999998314e-01	4.999830e-01	2.949542e+00	1.063794e-03
5.099999999998314e-01	5.099826e-01	2.961452e+00	1.085069e-03
5.199999999998314e-01	5.199822e-01	2.973325e+00	1.106345e-03
5.299999999998314e-01	5.299819e-01	2.985163e+00	1.127621e-03
5.399999999998314e-01	5.399815e-01	2.996966e+00	1.148897e-03
5.499999999998314e-01	5.499812e-01	3.008736e+00	1.170173e-03
5.599999999998314e-01	5.599808e-01	3.020474e+00	1.191449e-03
5.699999999998314e-01	5.699804e-01	3.032181e+00	1.212724e-03
5.799999999998314e-01	5.799801e-01	3.043859e+00	1.234000e-03
5.899999999998314e-01	5.899798e-01	3.055507e+00	1.255276e-03
5.999999999998314e-01	5.999794e-01	3.067128e+00	1.276552e-03
6.099999999998315e-01	6.099790e-01	3.078723e+00	1.297828e-03
6.199999999998315e-01	6.199787e-01	3.090291e+00	1.319104e-03
6.299999999998315e-01	6.299784e-01	3.101835e+00	1.340379e-03
6.399999999998315e-01	6.399780e-01	3.113353e+00	1.361655e-03
6.499999999998315e-01	6.499776e-01	3.124849e+00	1.382931e-03
6.599999999998315e-01	6.599773e-01	3.136322e+00	1.404207e-03
6.699999999998315e-01	6.699769e-01	3.147772e+00	1.425483e-03
6.799999999998315e-01	6.799766e-01	3.159201e+00	1.446759e-03
6.899999999998315e-01	6.899762e-01	3.170609e+00	1.468035e-03
6.999999999998315e-01	6.999758e-01	3.181997e+00	1.489310e-03
7.099999999998315e-01	7.099755e-01	3.193365e+00	1.510586e-03
7.199999999998316e-01	7.199752e-01	3.204714e+00	1.531862e-03
7.299999999998316e-01	7.299748e-01	3.216044e+00	1.553138e-03
7.399999999998316e-01	7.399744e-01	3.227356e+00	1.574414e-03
7.499999999998316e-01	7.499741e-01	3.238651e+00	1.595690e-03
7.599999999998316e-01	7.599738e-01	3.249929e+00	1.616966e-03
7.699999999998316e-01	7.699734e-01	3.261189e+00	1.638241e-03
7.799999999998316e-01	7.799730e-01	3.272434e+00	1.659517e-03
