v1	V(n001)	V(n002)	I(D)
-6.450000000000076e+00	-3.058474e-08	-1.347747e+01	-1.348747e-11
-6.440000000000076e+00	-3.058005e-08	-1.347747e+01	-1.348747e-11
-6.430000000000076e+00	-3.057536e-08	-1.347747e+01	-1.348747e-11
-6.420000000000076e+00	-3.057067e-08	-1.347747e+01	-1.348747e-11
-6.410000000000077e+00	-3.056598e-08	-1.347747e+01	-1.348747e-11
-6.400000000000077e+00	-3.056129e-08	-1.347747e+01	-1.348747e-11
-6.390000000000077e+00	-3.055660e-08	-1.347747e+01	-1.348747e-11
-6.380000000000077e+00	-3.055191e-08	-1.347746e+01	-1.348746e-11
-6.370000000000077e+00	-3.054722e-08	-1.347746e+01	-1.348746e-11
-6.360000000000078e+00	-3.054253e-08	-1.347746e+01	-1.348746e-11
-6.350000000000078e+00	-3.053783e-08	-1.347746e+01	-1.348746e-11
-6.340000000000078e+00	-3.053314e-08	-1.347746e+01	-1.348746e-11
-6.330000000000078e+00	-3.052845e-08	-1.347746e+01	-1.348746e-11
-6.320000000000078e+00	-3.052376e-08	-1.347746e+01	-1.348746e-11
-6.310000000000079e+00	-3.051907e-08	-1.347746e+01	-1.348746e-11
-6.300000000000079e+00	-3.051438e-08	-1.347745e+01	-1.348745e-11
-6.290000000000079e+00	-3.050969e-08	-1.347745e+01	-1.348745e-11
-6.280000000000079e+00	-3.050500e-08	-1.347745e+01	-1.348745e-11
-6.270000000000080e+00	-3.050031e-08	-1.347745e+01	-1.348745e-11
-6.260000000000080e+00	-3.049562e-08	-1.347745e+01	-1.348745e-11
-6.250000000000080e+00	-3.049093e-08	-1.347745e+01	-1.348745e-11
-6.240000000000080e+00	-3.048624e-08	-1.347745e+01	-1.348745e-11
-6.230000000000080e+00	-3.048154e-08	-1.347745e+01	-1.348745e-11
-6.220000000000081e+00	-3.047685e-08	-1.347744e+01	-1.348744e-11
-6.210000000000081e+00	-3.047217e-08	-1.347744e+01	-1.348744e-11
-6.200000000000081e+00	-3.046747e-08	-1.347744e+01	-1.348744e-11
-6.190000000000081e+00	-3.046278e-08	-1.347744e+01	-1.348744e-11
-6.180000000000081e+00	-3.045809e-08	-1.347744e+01	-1.348744e-11
-6.170000000000082e+00	-3.045340e-08	-1.347744e+01	-1.348744e-11
-6.160000000000082e+00	-3.044871e-08	-1.347744e+01	-1.348744e-11
-6.150000000000082e+00	-3.044402e-08	-1.347744e+01	-1.348744e-11
-6.140000000000082e+00	-3.043933e-08	-1.347744e+01	-1.348743e-11
-6.130000000000082e+00	-3.043464e-08	-1.347743e+01	-1.348743e-11
-6.120000000000083e+00	-3.042995e-08	-1.347743e+01	-1.348743e-11
-6.110000000000083e+00	-3.042526e-08	-1.347743e+01	-1.348743e-11
-6.100000000000083e+00	-3.042057e-08	-1.347743e+01	-1.348743e-11
-6.090000000000083e+00	-3.041588e-08	-1.347743e+01	-1.348743e-11
-6.080000000000084e+00	-3.041118e-08	-1.347743e+01	-1.348743e-11
-6.070000000000084e+00	-3.040649e-08	-1.347743e+01	-1.348743e-11
-6.060000000000084e+00	-3.040180e-08	-1.347742e+01	-1.348742e-11
-6.050000000000084e+00	-3.039711e-08	-1.347742e+01	-1.348742e-11
-6.040000000000084e+00	-3.039242e-08	-1.347742e+01	-1.348742e-11
-6.030000000000085e+00	-3.038773e-08	-1.347742e+01	-1.348742e-11
-6.020000000000085e+00	-3.038304e-08	-1.347742e+01	-1.348742e-11
-6.010000000000085e+00	-3.037835e-08	-1.347742e+01	-1.348742e-11
-6.000000000000085e+00	-3.037366e-08	-1.347742e+01	-1.348742e-11
-5.990000000000085e+00	-3.036897e-08	-1.347742e+01	-1.348742e-11
-5.980000000000086e+00	-3.036428e-08	-1.347742e+01	-1.348742e-11
-5.970000000000086e+00	-3.035959e-08	-1.347741e+01	-1.348741e-11
-5.960000000000086e+00	-3.035489e-08	-1.347741e+01	-1.348741e-11
-5.950000000000086e+00	-3.035020e-08	-1.347741e+01	-1.348741e-11
-5.940000000000087e+00	-3.034551e-08	-1.347741e+01	-1.348741e-11
-5.930000000000087e+00	-3.034082e-08	-1.347741e+01	-1.348741e-11
-5.920000000000087e+00	-3.033613e-08	-1.347741e+01	-1.348741e-11
-5.910000000000087e+00	-3.033144e-08	-1.347741e+01	-1.348741e-11
-5.900000000000087e+00	-3.032675e-08	-1.347740e+01	-1.348740e-11
-5.890000000000088e+00	-3.032206e-08	-1.347740e+01	-1.348740e-11
-5.880000000000088e+00	-3.031737e-08	-1.347740e+01	-1.348740e-11
-5.870000000000088e+00	-3.031268e-08	-1.347740e+01	-1.348740e-11
-5.860000000000088e+00	-3.030799e-08	-1.347740e+01	-1.348740e-11
-5.850000000000088e+00	-3.030330e-08	-1.347740e+01	-1.348740e-11
-5.840000000000089e+00	-3.029860e-08	-1.347740e+01	-1.348740e-11
-5.830000000000089e+00	-3.029391e-08	-1.347740e+01	-1.348740e-11
-5.820000000000089e+00	-3.028923e-08	-1.347740e+01	-1.348740e-11
-5.810000000000089e+00	-3.028453e-08	-1.347739e+01	-1.348739e-11
-5.800000000000090e+00	-3.027984e-08	-1.347739e+01	-1.348739e-11
-5.790000000000090e+00	-3.027515e-08	-1.347739e+01	-1.348739e-11
-5.780000000000090e+00	-3.027046e-08	-1.347739e+01	-1.348739e-11
-5.770000000000090e+00	-3.026577e-08	-1.347739e+01	-1.348739e-11
-5.760000000000090e+00	-3.026108e-08	-1.347739e+01	-1.348739e-11
-5.750000000000091e+00	-3.025639e-08	-1.347739e+01	-1.348739e-11
-5.740000000000091e+00	-3.025170e-08	-1.347738e+01	-1.348738e-11
-5.730000000000091e+00	-3.024701e-08	-1.347738e+01	-1.348738e-11
-5.720000000000091e+00	-3.024232e-08	-1.347738e+01	-1.348738e-11
-5.710000000000091e+00	-3.023763e-08	-1.347738e+01	-1.348738e-11
-5.700000000000092e+00	-3.023294e-08	-1.347738e+01	-1.348738e-11
-5.690000000000092e+00	-3.022824e-08	-1.347738e+01	-1.348738e-11
-5.680000000000092e+00	-3.022355e-08	-1.347738e+01	-1.348738e-11
-5.670000000000092e+00	-3.021886e-08	-1.347738e+01	-1.348738e-11
-5.660000000000093e+00	-3.021417e-08	-1.347738e+01	-1.348738e-11
-5.650000000000093e+00	-3.020948e-08	-1.347737e+01	-1.348737e-11
-5.640000000000093e+00	-3.020479e-08	-1.347737e+01	-1.348737e-11
-5.630000000000093e+00	-3.020010e-08	-1.347737e+01	-1.348737e-11
-5.620000000000093e+00	-3.019541e-08	-1.347737e+01	-1.348737e-11
-5.610000000000094e+00	-3.019072e-08	-1.347737e+01	-1.348737e-11
-5.600000000000094e+00	-3.018603e-08	-1.347737e+01	-1.348737e-11
-5.590000000000094e+00	-3.018134e-08	-1.347737e+01	-1.348737e-11
-5.580000000000094e+00	-3.017665e-08	-1.347737e+01	-1.348736e-11
-5.570000000000094e+00	-3.017195e-08	-1.347736e+01	-1.348736e-11
-5.560000000000095e+00	-3.016726e-08	-1.347736e+01	-1.348736e-11
-5.550000000000095e+00	-3.016257e-08	-1.347736e+01	-1.348736e-11
-5.540000000000095e+00	-3.015788e-08	-1.347736e+01	-1.348736e-11
-5.530000000000095e+00	-3.015319e-08	-1.347736e+01	-1.348736e-11
-5.520000000000095e+00	-3.014850e-08	-1.347736e+01	-1.348736e-11
-5.510000000000096e+00	-3.014381e-08	-1.347736e+01	-1.348736e-11
-5.500000000000096e+00	-3.013912e-08	-1.347736e+01	-1.348736e-11
-5.490000000000096e+00	-3.013443e-08	-1.347735e+01	-1.348735e-11
-5.480000000000096e+00	-3.012974e-08	-1.347735e+01	-1.348735e-11
-5.470000000000097e+00	-3.012505e-08	-1.347735e+01	-1.348735e-11
-5.460000000000097e+00	-3.012036e-08	-1.347735e+01	-1.348735e-11
-5.450000000000097e+00	-3.011566e-08	-1.347735e+01	-1.348735e-11
-5.440000000000097e+00	-3.011098e-08	-1.347735e+01	-1.348735e-11
-5.430000000000097e+00	-3.010629e-08	-1.347735e+01	-1.348735e-11
-5.420000000000098e+00	-3.010159e-08	-1.347735e+01	-1.348734e-11
-5.410000000000098e+00	-3.009690e-08	-1.347734e+01	-1.348734e-11
-5.400000000000098e+00	-3.009221e-08	-1.347734e+01	-1.348734e-11
-5.390000000000098e+00	-3.008752e-08	-1.347734e+01	-1.348734e-11
-5.380000000000098e+00	-3.008283e-08	-1.347734e+01	-1.348734e-11
-5.370000000000099e+00	-3.007814e-08	-1.347734e+01	-1.348734e-11
-5.360000000000099e+00	-3.007345e-08	-1.347734e+01	-1.348734e-11
-5.350000000000099e+00	-3.006876e-08	-1.347734e+01	-1.348734e-11
-5.340000000000099e+00	-3.006407e-08	-1.347733e+01	-1.348734e-11
-5.330000000000100e+00	-3.005938e-08	-1.347733e+01	-1.348733e-11
-5.320000000000100e+00	-3.005469e-08	-1.347733e+01	-1.348733e-11
-5.310000000000100e+00	-3.005000e-08	-1.347733e+01	-1.348733e-11
-5.300000000000100e+00	-3.004530e-08	-1.347733e+01	-1.348733e-11
-5.290000000000100e+00	-3.004061e-08	-1.347733e+01	-1.348733e-11
-5.280000000000101e+00	-3.003592e-08	-1.347733e+01	-1.348733e-11
-5.270000000000101e+00	-3.003123e-08	-1.347733e+01	-1.348733e-11
-5.260000000000101e+00	-3.002654e-08	-1.347733e+01	-1.348732e-11
-5.250000000000101e+00	-3.002185e-08	-1.347732e+01	-1.348732e-11
-5.240000000000101e+00	-3.001716e-08	-1.347732e+01	-1.348732e-11
-5.230000000000102e+00	-3.001247e-08	-1.347732e+01	-1.348732e-11
-5.220000000000102e+00	-3.000778e-08	-1.347732e+01	-1.348732e-11
-5.210000000000102e+00	-3.000309e-08	-1.347732e+01	-1.348732e-11
-5.200000000000102e+00	-2.999840e-08	-1.347732e+01	-1.348732e-11
-5.190000000000103e+00	-2.999371e-08	-1.347732e+01	-1.348732e-11
-5.180000000000103e+00	-2.998901e-08	-1.347731e+01	-1.348732e-11
-5.170000000000103e+00	-2.998432e-08	-1.347731e+01	-1.348731e-11
-5.160000000000103e+00	-2.997963e-08	-1.347731e+01	-1.348731e-11
-5.150000000000103e+00	-2.997494e-08	-1.347731e+01	-1.348731e-11
-5.140000000000104e+00	-2.997025e-08	-1.347731e+01	-1.348731e-11
-5.130000000000104e+00	-2.996556e-08	-1.347731e+01	-1.348731e-11
-5.120000000000104e+00	-2.996087e-08	-1.347731e+01	-1.348731e-11
-5.110000000000104e+00	-2.995618e-08	-1.347731e+01	-1.348731e-11
-5.100000000000104e+00	-2.995149e-08	-1.347731e+01	-1.348731e-11
-5.090000000000105e+00	-2.994680e-08	-1.347730e+01	-1.348730e-11
-5.080000000000105e+00	-2.994211e-08	-1.347730e+01	-1.348730e-11
-5.070000000000105e+00	-2.993742e-08	-1.347730e+01	-1.348730e-11
-5.060000000000105e+00	-2.993272e-08	-1.347730e+01	-1.348730e-11
-5.050000000000106e+00	-2.992804e-08	-1.347730e+01	-1.348730e-11
-5.040000000000106e+00	-2.992335e-08	-1.347730e+01	-1.348730e-11
-5.030000000000106e+00	-2.991865e-08	-1.347730e+01	-1.348730e-11
-5.020000000000106e+00	-2.991396e-08	-1.347730e+01	-1.348730e-11
-5.010000000000106e+00	-2.990927e-08	-1.347729e+01	-1.348729e-11
-5.000000000000107e+00	-2.990458e-08	-1.347729e+01	-1.348729e-11
-4.990000000000107e+00	-2.989989e-08	-1.347729e+01	-1.348729e-11
-4.980000000000107e+00	-2.989520e-08	-1.347729e+01	-1.348729e-11
-4.970000000000107e+00	-2.989051e-08	-1.347729e+01	-1.348729e-11
-4.960000000000107e+00	-2.988582e-08	-1.347729e+01	-1.348729e-11
-4.950000000000108e+00	-2.988113e-08	-1.347729e+01	-1.348729e-11
-4.940000000000108e+00	-2.987644e-08	-1.347729e+01	-1.348729e-11
-4.930000000000108e+00	-2.987175e-08	-1.347728e+01	-1.348728e-11
-4.920000000000108e+00	-2.986706e-08	-1.347728e+01	-1.348728e-11
-4.910000000000108e+00	-2.986236e-08	-1.347728e+01	-1.348728e-11
-4.900000000000109e+00	-2.985767e-08	-1.347728e+01	-1.348728e-11
-4.890000000000109e+00	-2.985298e-08	-1.347728e+01	-1.348728e-11
-4.880000000000109e+00	-2.984829e-08	-1.347728e+01	-1.348728e-11
-4.870000000000109e+00	-2.984360e-08	-1.347728e+01	-1.348728e-11
-4.860000000000110e+00	-2.983891e-08	-1.347728e+01	-1.348728e-11
-4.850000000000110e+00	-2.983422e-08	-1.347727e+01	-1.348727e-11
-4.840000000000110e+00	-2.982953e-08	-1.347727e+01	-1.348727e-11
-4.830000000000110e+00	-2.982484e-08	-1.347727e+01	-1.348727e-11
-4.820000000000110e+00	-2.982015e-08	-1.347727e+01	-1.348727e-11
-4.810000000000111e+00	-2.981546e-08	-1.347727e+01	-1.348727e-11
-4.800000000000111e+00	-2.981077e-08	-1.347727e+01	-1.348727e-11
-4.790000000000111e+00	-2.980607e-08	-1.347727e+01	-1.348727e-11
-4.780000000000111e+00	-2.980138e-08	-1.347727e+01	-1.348727e-11
-4.770000000000111e+00	-2.979669e-08	-1.347726e+01	-1.348726e-11
-4.760000000000112e+00	-2.979200e-08	-1.347726e+01	-1.348726e-11
-4.750000000000112e+00	-2.978731e-08	-1.347726e+01	-1.348726e-11
-4.740000000000112e+00	-2.978262e-08	-1.347726e+01	-1.348726e-11
-4.730000000000112e+00	-2.977793e-08	-1.347726e+01	-1.348726e-11
-4.720000000000113e+00	-2.977324e-08	-1.347726e+01	-1.348726e-11
-4.710000000000113e+00	-2.976855e-08	-1.347726e+01	-1.348726e-11
-4.700000000000113e+00	-2.976386e-08	-1.347726e+01	-1.348726e-11
-4.690000000000113e+00	-2.975917e-08	-1.347725e+01	-1.348725e-11
-4.680000000000113e+00	-2.975448e-08	-1.347725e+01	-1.348725e-11
-4.670000000000114e+00	-2.974979e-08	-1.347725e+01	-1.348725e-11
-4.660000000000114e+00	-2.974510e-08	-1.347725e+01	-1.348725e-11
-4.650000000000114e+00	-2.974041e-08	-1.347725e+01	-1.348725e-11
-4.640000000000114e+00	-2.973571e-08	-1.347725e+01	-1.348725e-11
-4.630000000000114e+00	-2.973102e-08	-1.347725e+01	-1.348725e-11
-4.620000000000115e+00	-2.972633e-08	-1.347725e+01	-1.348725e-11
-4.610000000000115e+00	-2.972164e-08	-1.347724e+01	-1.348724e-11
-4.600000000000115e+00	-2.971695e-08	-1.347724e+01	-1.348724e-11
-4.590000000000115e+00	-2.971226e-08	-1.347724e+01	-1.348724e-11
-4.580000000000116e+00	-2.970757e-08	-1.347724e+01	-1.348724e-11
-4.570000000000116e+00	-2.970288e-08	-1.347724e+01	-1.348724e-11
-4.560000000000116e+00	-2.969819e-08	-1.347724e+01	-1.348724e-11
-4.550000000000116e+00	-2.969350e-08	-1.347724e+01	-1.348724e-11
-4.540000000000116e+00	-2.968881e-08	-1.347724e+01	-1.348724e-11
-4.530000000000117e+00	-2.968412e-08	-1.347723e+01	-1.348723e-11
-4.520000000000117e+00	-2.967943e-08	-1.347723e+01	-1.348723e-11
-4.510000000000117e+00	-2.967474e-08	-1.347723e+01	-1.348723e-11
-4.500000000000117e+00	-2.967004e-08	-1.347723e+01	-1.348723e-11
-4.490000000000117e+00	-2.966535e-08	-1.347723e+01	-1.348723e-11
-4.480000000000118e+00	-2.966066e-08	-1.347723e+01	-1.348723e-11
-4.470000000000118e+00	-2.965597e-08	-1.347723e+01	-1.348723e-11
-4.460000000000118e+00	-2.965128e-08	-1.347723e+01	-1.348723e-11
-4.450000000000118e+00	-2.964659e-08	-1.347722e+01	-1.348722e-11
-4.440000000000119e+00	-2.964190e-08	-1.347722e+01	-1.348722e-11
-4.430000000000119e+00	-2.963721e-08	-1.347722e+01	-1.348722e-11
-4.420000000000119e+00	-2.963252e-08	-1.347722e+01	-1.348722e-11
-4.410000000000119e+00	-2.962783e-08	-1.347722e+01	-1.348722e-11
-4.400000000000119e+00	-2.962314e-08	-1.347722e+01	-1.348722e-11
-4.390000000000120e+00	-2.961845e-08	-1.347722e+01	-1.348722e-11
-4.380000000000120e+00	-2.961376e-08	-1.347722e+01	-1.348722e-11
-4.370000000000120e+00	-2.960907e-08	-1.347721e+01	-1.348721e-11
-4.360000000000120e+00	-2.960437e-08	-1.347721e+01	-1.348721e-11
-4.350000000000120e+00	-2.959968e-08	-1.347721e+01	-1.348721e-11
-4.340000000000121e+00	-2.959499e-08	-1.347721e+01	-1.348721e-11
-4.330000000000121e+00	-2.959030e-08	-1.347721e+01	-1.348721e-11
-4.320000000000121e+00	-2.958561e-08	-1.347721e+01	-1.348721e-11
-4.310000000000121e+00	-2.958092e-08	-1.347721e+01	-1.348721e-11
-4.300000000000122e+00	-2.957623e-08	-1.347721e+01	-1.348721e-11
-4.290000000000122e+00	-2.957154e-08	-1.347720e+01	-1.348720e-11
-4.280000000000122e+00	-2.956685e-08	-1.347720e+01	-1.348720e-11
-4.270000000000122e+00	-2.956216e-08	-1.347720e+01	-1.348720e-11
-4.260000000000122e+00	-2.955747e-08	-1.347720e+01	-1.348720e-11
-4.250000000000123e+00	-2.955278e-08	-1.347720e+01	-1.348720e-11
-4.240000000000123e+00	-2.954808e-08	-1.347720e+01	-1.348720e-11
-4.230000000000123e+00	-2.954339e-08	-1.347720e+01	-1.348720e-11
-4.220000000000123e+00	-2.953870e-08	-1.347720e+01	-1.348720e-11
-4.210000000000123e+00	-2.953401e-08	-1.347719e+01	-1.348719e-11
-4.200000000000124e+00	-2.952932e-08	-1.347719e+01	-1.348719e-11
-4.190000000000124e+00	-2.952463e-08	-1.347719e+01	-1.348719e-11
-4.180000000000124e+00	-2.951994e-08	-1.347719e+01	-1.348719e-11
-4.170000000000124e+00	-2.951525e-08	-1.347719e+01	-1.348719e-11
-4.160000000000124e+00	-2.951056e-08	-1.347719e+01	-1.348719e-11
-4.150000000000125e+00	-2.950587e-08	-1.347719e+01	-1.348719e-11
-4.140000000000125e+00	-2.950118e-08	-1.347719e+01	-1.348719e-11
-4.130000000000125e+00	-2.949649e-08	-1.347718e+01	-1.348718e-11
-4.120000000000125e+00	-2.949180e-08	-1.347718e+01	-1.348718e-11
-4.110000000000126e+00	-2.948711e-08	-1.347718e+01	-1.348718e-11
-4.100000000000126e+00	-2.948241e-08	-1.347718e+01	-1.348718e-11
-4.090000000000126e+00	-2.947772e-08	-1.347718e+01	-1.348718e-11
-4.080000000000126e+00	-2.947303e-08	-1.347718e+01	-1.348718e-11
-4.070000000000126e+00	-2.946834e-08	-1.347718e+01	-1.348718e-11
-4.060000000000127e+00	-2.946365e-08	-1.347718e+01	-1.348718e-11
-4.050000000000127e+00	-2.945896e-08	-1.347717e+01	-1.348717e-11
-4.040000000000127e+00	-2.945427e-08	-1.347717e+01	-1.348717e-11
-4.030000000000127e+00	-2.944958e-08	-1.347717e+01	-1.348717e-11
-4.020000000000127e+00	-2.944489e-08	-1.347717e+01	-1.348717e-11
-4.010000000000128e+00	-2.944020e-08	-1.347717e+01	-1.348717e-11
-4.000000000000128e+00	-2.943551e-08	-1.347717e+01	-1.348717e-11
-3.990000000000128e+00	-2.943082e-08	-1.347717e+01	-1.348717e-11
-3.980000000000128e+00	-2.942613e-08	-1.347717e+01	-1.348717e-11
-3.970000000000129e+00	-2.942144e-08	-1.347716e+01	-1.348716e-11
-3.960000000000129e+00	-2.941674e-08	-1.347716e+01	-1.348716e-11
-3.950000000000129e+00	-2.941205e-08	-1.347716e+01	-1.348716e-11
-3.940000000000129e+00	-2.940736e-08	-1.347716e+01	-1.348716e-11
-3.930000000000129e+00	-2.940267e-08	-1.347716e+01	-1.348716e-11
-3.920000000000130e+00	-2.939798e-08	-1.347716e+01	-1.348716e-11
-3.910000000000130e+00	-2.939329e-08	-1.347716e+01	-1.348716e-11
-3.900000000000130e+00	-2.938860e-08	-1.347716e+01	-1.348715e-11
-3.890000000000130e+00	-2.938391e-08	-1.347715e+01	-1.348715e-11
-3.880000000000130e+00	-2.937922e-08	-1.347715e+01	-1.348715e-11
-3.870000000000131e+00	-2.937453e-08	-1.347715e+01	-1.348715e-11
-3.860000000000131e+00	-2.936984e-08	-1.347715e+01	-1.348715e-11
-3.850000000000131e+00	-2.936515e-08	-1.347715e+01	-1.348715e-11
-3.840000000000131e+00	-2.936046e-08	-1.347715e+01	-1.348715e-11
-3.830000000000132e+00	-2.935577e-08	-1.347715e+01	-1.348715e-11
-3.820000000000132e+00	-2.935107e-08	-1.347715e+01	-1.348715e-11
-3.810000000000132e+00	-2.934638e-08	-1.347714e+01	-1.348714e-11
-3.800000000000132e+00	-2.934169e-08	-1.347714e+01	-1.348714e-11
-3.790000000000132e+00	-2.933700e-08	-1.347714e+01	-1.348714e-11
-3.780000000000133e+00	-2.933231e-08	-1.347714e+01	-1.348714e-11
-3.770000000000133e+00	-2.932762e-08	-1.347714e+01	-1.348714e-11
-3.760000000000133e+00	-2.932293e-08	-1.347714e+01	-1.348714e-11
-3.750000000000133e+00	-2.931824e-08	-1.347714e+01	-1.348714e-11
-3.740000000000133e+00	-2.931355e-08	-1.347714e+01	-1.348714e-11
-3.730000000000134e+00	-2.930886e-08	-1.347713e+01	-1.348713e-11
-3.720000000000134e+00	-2.930417e-08	-1.347713e+01	-1.348713e-11
-3.710000000000134e+00	-2.929948e-08	-1.347713e+01	-1.348713e-11
-3.700000000000134e+00	-2.929479e-08	-1.347713e+01	-1.348713e-11
-3.690000000000135e+00	-2.929009e-08	-1.347713e+01	-1.348713e-11
-3.680000000000135e+00	-2.928540e-08	-1.347713e+01	-1.348713e-11
-3.670000000000135e+00	-2.928071e-08	-1.347713e+01	-1.348713e-11
-3.660000000000135e+00	-2.927602e-08	-1.347713e+01	-1.348713e-11
-3.650000000000135e+00	-2.927133e-08	-1.347712e+01	-1.348712e-11
-3.640000000000136e+00	-2.926664e-08	-1.347712e+01	-1.348712e-11
-3.630000000000136e+00	-2.926195e-08	-1.347712e+01	-1.348712e-11
-3.620000000000136e+00	-2.925726e-08	-1.347712e+01	-1.348712e-11
-3.610000000000136e+00	-2.925257e-08	-1.347712e+01	-1.348712e-11
-3.600000000000136e+00	-2.924788e-08	-1.347712e+01	-1.348712e-11
-3.590000000000137e+00	-2.924319e-08	-1.347712e+01	-1.348712e-11
-3.580000000000137e+00	-2.923850e-08	-1.347712e+01	-1.348712e-11
-3.570000000000137e+00	-2.923381e-08	-1.347711e+01	-1.348711e-11
-3.560000000000137e+00	-2.922912e-08	-1.347711e+01	-1.348711e-11
-3.550000000000137e+00	-2.922443e-08	-1.347711e+01	-1.348711e-11
-3.540000000000138e+00	-2.921973e-08	-1.347711e+01	-1.348711e-11
-3.530000000000138e+00	-2.921504e-08	-1.347711e+01	-1.348711e-11
-3.520000000000138e+00	-2.921035e-08	-1.347711e+01	-1.348711e-11
-3.510000000000138e+00	-2.920566e-08	-1.347711e+01	-1.348711e-11
-3.500000000000139e+00	-2.920097e-08	-1.347711e+01	-1.348711e-11
-3.490000000000139e+00	-2.919628e-08	-1.347710e+01	-1.348710e-11
-3.480000000000139e+00	-2.919159e-08	-1.347710e+01	-1.348710e-11
-3.470000000000139e+00	-2.918690e-08	-1.347710e+01	-1.348710e-11
-3.460000000000139e+00	-2.918221e-08	-1.347710e+01	-1.348710e-11
-3.450000000000140e+00	-2.917752e-08	-1.347710e+01	-1.348710e-11
-3.440000000000140e+00	-2.917283e-08	-1.347710e+01	-1.348710e-11
-3.430000000000140e+00	-2.916814e-08	-1.347710e+01	-1.348710e-11
-3.420000000000140e+00	-2.916344e-08	-1.347710e+01	-1.348710e-11
-3.410000000000140e+00	-2.915876e-08	-1.347709e+01	-1.348709e-11
-3.400000000000141e+00	-2.915406e-08	-1.347709e+01	-1.348709e-11
-3.390000000000141e+00	-2.914937e-08	-1.347709e+01	-1.348709e-11
-3.380000000000141e+00	-2.914468e-08	-1.347709e+01	-1.348709e-11
-3.370000000000141e+00	-2.913999e-08	-1.347709e+01	-1.348709e-11
-3.360000000000142e+00	-2.913530e-08	-1.347709e+01	-1.348709e-11
-3.350000000000142e+00	-2.913061e-08	-1.347709e+01	-1.348709e-11
-3.340000000000142e+00	-2.912592e-08	-1.347709e+01	-1.348708e-11
-3.330000000000142e+00	-2.912123e-08	-1.347708e+01	-1.348708e-11
-3.320000000000142e+00	-2.911654e-08	-1.347708e+01	-1.348708e-11
-3.310000000000143e+00	-2.911185e-08	-1.347708e+01	-1.348708e-11
-3.300000000000143e+00	-2.910716e-08	-1.347708e+01	-1.348708e-11
-3.290000000000143e+00	-2.910247e-08	-1.347708e+01	-1.348708e-11
-3.280000000000143e+00	-2.909777e-08	-1.347708e+01	-1.348708e-11
-3.270000000000143e+00	-2.909309e-08	-1.347708e+01	-1.348708e-11
-3.260000000000144e+00	-2.908839e-08	-1.347707e+01	-1.348708e-11
-3.250000000000144e+00	-2.908370e-08	-1.347707e+01	-1.348707e-11
-3.240000000000144e+00	-2.907901e-08	-1.347707e+01	-1.348707e-11
-3.230000000000144e+00	-2.907432e-08	-1.347707e+01	-1.348707e-11
-3.220000000000145e+00	-2.906963e-08	-1.347707e+01	-1.348707e-11
-3.210000000000145e+00	-2.906494e-08	-1.347707e+01	-1.348707e-11
-3.200000000000145e+00	-2.906025e-08	-1.347707e+01	-1.348707e-11
-3.190000000000145e+00	-2.905556e-08	-1.347707e+01	-1.348707e-11
-3.180000000000145e+00	-2.905087e-08	-1.347707e+01	-1.348706e-11
-3.170000000000146e+00	-2.904618e-08	-1.347706e+01	-1.348706e-11
-3.160000000000146e+00	-2.904149e-08	-1.347706e+01	-1.348706e-11
-3.150000000000146e+00	-2.903680e-08	-1.347706e+01	-1.348706e-11
-3.140000000000146e+00	-2.903210e-08	-1.347706e+01	-1.348706e-11
-3.130000000000146e+00	-2.902742e-08	-1.347706e+01	-1.348706e-11
-3.120000000000147e+00	-2.902272e-08	-1.347706e+01	-1.348706e-11
-3.110000000000147e+00	-2.901803e-08	-1.347706e+01	-1.348706e-11
-3.100000000000147e+00	-2.901334e-08	-1.347705e+01	-1.348706e-11
-3.090000000000147e+00	-2.900865e-08	-1.347705e+01	-1.348705e-11
-3.080000000000148e+00	-2.900396e-08	-1.347705e+01	-1.348705e-11
-3.070000000000148e+00	-2.899927e-08	-1.347705e+01	-1.348705e-11
-3.060000000000148e+00	-2.899458e-08	-1.347705e+01	-1.348705e-11
-3.050000000000148e+00	-2.898989e-08	-1.347705e+01	-1.348705e-11
-3.040000000000148e+00	-2.898520e-08	-1.347705e+01	-1.348705e-11
-3.030000000000149e+00	-2.898051e-08	-1.347705e+01	-1.348705e-11
-3.020000000000149e+00	-2.897582e-08	-1.347705e+01	-1.348704e-11
-3.010000000000149e+00	-2.897113e-08	-1.347704e+01	-1.348704e-11
-3.000000000000149e+00	-2.896643e-08	-1.347704e+01	-1.348704e-11
-2.990000000000149e+00	-2.896175e-08	-1.347704e+01	-1.348704e-11
-2.980000000000150e+00	-2.895705e-08	-1.347704e+01	-1.348704e-11
-2.970000000000150e+00	-2.895236e-08	-1.347704e+01	-1.348704e-11
-2.960000000000150e+00	-2.894767e-08	-1.347704e+01	-1.348704e-11
-2.950000000000150e+00	-2.894298e-08	-1.347704e+01	-1.348704e-11
-2.940000000000150e+00	-2.893829e-08	-1.347703e+01	-1.348703e-11
-2.930000000000151e+00	-2.893360e-08	-1.347703e+01	-1.348703e-11
-2.920000000000151e+00	-2.892891e-08	-1.347703e+01	-1.348703e-11
-2.910000000000151e+00	-2.892422e-08	-1.347703e+01	-1.348703e-11
-2.900000000000151e+00	-2.891953e-08	-1.347703e+01	-1.348703e-11
-2.890000000000152e+00	-2.891484e-08	-1.347703e+01	-1.348703e-11
-2.880000000000152e+00	-2.891015e-08	-1.347703e+01	-1.348703e-11
